posting_id,skill,category,confidence_score,extraction_method,contract_type,city,cluster_id
SS-BER-20240124-001,SQL,Database,0.871,NER,Full-time,Berlin,2
SS-BER-20240124-001,Airflow,DataEngineering,0.796,NER,Full-time,Berlin,2
SS-BER-20240124-001,Hadoop,BigData,0.844,TF-IDF,Full-time,Berlin,2
SS-BER-20240124-001,Spark,BigData,0.879,TF-IDF,Full-time,Berlin,2
SS-BER-20240124-001,AWS,Cloud,0.784,NER,Full-time,Berlin,2
SS-BER-20240124-001,Docker,DevOps,0.826,NER,Full-time,Berlin,2
SS-BER-20240124-001,Snowflake,Database,0.896,NER,Full-time,Berlin,2
SS-BER-20240124-001,dbt,DataEngineering,0.949,TF-IDF,Full-time,Berlin,2
SS-BER-20240124-001,Databricks,Cloud,0.925,NER,Full-time,Berlin,2
SS-DÜS-20240127-001,Python,Programming,0.802,TF-IDF,Full-time,Düsseldorf,2
SS-DÜS-20240127-001,GCP,Cloud,0.901,TF-IDF,Full-time,Düsseldorf,2
SS-DÜS-20240127-001,Kafka,BigData,0.939,TF-IDF,Full-time,Düsseldorf,2
SS-DÜS-20240127-001,Git,DevOps,0.961,NER,Full-time,Düsseldorf,2
SS-DÜS-20240127-001,Azure,Cloud,0.822,TF-IDF,Full-time,Düsseldorf,2
SS-DÜS-20240127-001,Hadoop,BigData,0.822,NER,Full-time,Düsseldorf,2
SS-DÜS-20240127-001,Spark,BigData,0.841,NER,Full-time,Düsseldorf,2
SS-DÜS-20240127-001,Seaborn,Programming,0.811,TF-IDF,Full-time,Düsseldorf,2
SS-DÜS-20240127-001,dbt,DataEngineering,0.78,TF-IDF,Full-time,Düsseldorf,2
SS-DÜS-20240127-001,Databricks,Cloud,0.915,NER,Full-time,Düsseldorf,2
IND-BER-20240219-001,Python,Programming,0.901,TF-IDF,Full-time,Berlin,1
IND-BER-20240219-001,Excel,Office,0.808,NER,Full-time,Berlin,1
IND-BER-20240219-001,Power BI,Visualization,0.792,TF-IDF,Full-time,Berlin,1
IND-BER-20240219-001,Git,DevOps,0.933,TF-IDF,Full-time,Berlin,1
IND-BER-20240219-001,NumPy,Programming,0.801,NER,Full-time,Berlin,1
IND-BER-20240219-001,SQL,Database,0.871,NER,Full-time,Berlin,1
IND-BER-20240219-001,Machine Learning,ML,0.862,NER,Full-time,Berlin,1
IND-BER-20240219-001,Seaborn,Programming,0.855,NER,Full-time,Berlin,1
LI-MUN-20240531-002,FastAPI,Programming,0.822,TF-IDF,Full-time,Munich,3
LI-MUN-20240531-002,Python,Programming,0.791,TF-IDF,Full-time,Munich,3
LI-MUN-20240531-002,GCP,Cloud,0.791,NER,Full-time,Munich,3
LI-MUN-20240531-002,Matplotlib,Programming,0.803,TF-IDF,Full-time,Munich,3
LI-MUN-20240531-002,TensorFlow,ML,0.902,TF-IDF,Full-time,Munich,3
LI-MUN-20240531-002,Git,DevOps,0.864,TF-IDF,Full-time,Munich,3
LI-MUN-20240531-002,NumPy,Programming,0.908,NER,Full-time,Munich,3
LI-MUN-20240531-002,SQL,Database,0.893,NER,Full-time,Munich,3
LI-MUN-20240531-002,Jupyter,Programming,0.858,NER,Full-time,Munich,3
LI-MUN-20240531-002,Machine Learning,ML,0.888,TF-IDF,Full-time,Munich,3
LI-MUN-20240531-002,PyTorch,ML,0.854,NER,Full-time,Munich,3
LI-MUN-20240531-002,MLflow,ML,0.884,NER,Full-time,Munich,3
LI-MUN-20240531-002,Scikit-learn,ML,0.897,NER,Full-time,Munich,3
LI-MUN-20240531-002,R,Programming,0.944,NER,Full-time,Munich,3
LI-MUN-20240531-002,Kubernetes,DevOps,0.895,TF-IDF,Full-time,Munich,3
LI-COL-20240429-001,Python,Programming,0.822,TF-IDF,Full-time,Cologne,2
LI-COL-20240429-001,Kafka,BigData,0.907,TF-IDF,Full-time,Cologne,2
LI-COL-20240429-001,SQL,Database,0.883,NER,Full-time,Cologne,2
LI-COL-20240429-001,Spark,BigData,0.915,TF-IDF,Full-time,Cologne,2
LI-COL-20240429-001,Docker,DevOps,0.941,TF-IDF,Full-time,Cologne,2
LI-COL-20240429-001,Snowflake,Database,0.877,TF-IDF,Full-time,Cologne,2
LI-COL-20240429-001,Kubernetes,DevOps,0.809,NER,Full-time,Cologne,2
LI-COL-20240429-001,dbt,DataEngineering,0.867,TF-IDF,Full-time,Cologne,2
LI-COL-20240429-001,Azure,Cloud,0.857,TF-IDF,Full-time,Cologne,2
LI-COL-20240429-001,AWS,Cloud,0.921,TF-IDF,Full-time,Cologne,2
SS-COL-20241013-001,Matplotlib,Programming,0.91,NER,Freelance/Contract,Cologne,1
SS-COL-20241013-001,Git,DevOps,0.865,NER,Freelance/Contract,Cologne,1
SS-COL-20241013-001,NumPy,Programming,0.955,NER,Freelance/Contract,Cologne,1
SS-COL-20241013-001,SQL,Database,0.958,NER,Freelance/Contract,Cologne,1
SS-COL-20241013-001,Jupyter,Programming,0.782,NER,Freelance/Contract,Cologne,1
SS-COL-20241013-001,R,Programming,0.888,TF-IDF,Freelance/Contract,Cologne,1
SS-COL-20241013-001,Seaborn,Programming,0.792,NER,Freelance/Contract,Cologne,1
SS-COL-20241013-001,Excel,Office,0.829,NER,Freelance/Contract,Cologne,1
SS-COL-20241013-001,Azure,Cloud,0.892,NER,Freelance/Contract,Cologne,1
IND-STU-20240618-001,Python,Programming,0.783,NER,Werkstudent,Stuttgart,3
IND-STU-20240618-001,Matplotlib,Programming,0.942,NER,Werkstudent,Stuttgart,3
IND-STU-20240618-001,TensorFlow,ML,0.853,NER,Werkstudent,Stuttgart,3
IND-STU-20240618-001,Git,DevOps,0.918,NER,Werkstudent,Stuttgart,3
IND-STU-20240618-001,NumPy,Programming,0.792,NER,Werkstudent,Stuttgart,3
IND-STU-20240618-001,Machine Learning,ML,0.853,TF-IDF,Werkstudent,Stuttgart,3
IND-STU-20240618-001,PyTorch,ML,0.964,NER,Werkstudent,Stuttgart,3
IND-STU-20240618-001,MLflow,ML,0.783,NER,Werkstudent,Stuttgart,3
IND-STU-20240618-001,Streamlit,Programming,0.952,NER,Werkstudent,Stuttgart,3
IND-STU-20240618-001,R,Programming,0.96,TF-IDF,Werkstudent,Stuttgart,3
IND-STU-20240618-001,Azure,Cloud,0.839,TF-IDF,Werkstudent,Stuttgart,3
IND-BER-20240126-002,Python,Programming,0.902,NER,Full-time,Berlin,3
IND-BER-20240126-002,Matplotlib,Programming,0.902,TF-IDF,Full-time,Berlin,3
IND-BER-20240126-002,Git,DevOps,0.795,NER,Full-time,Berlin,3
IND-BER-20240126-002,NumPy,Programming,0.791,NER,Full-time,Berlin,3
IND-BER-20240126-002,SQL,Database,0.907,NER,Full-time,Berlin,3
IND-BER-20240126-002,Jupyter,Programming,0.906,NER,Full-time,Berlin,3
IND-BER-20240126-002,Machine Learning,ML,0.906,NER,Full-time,Berlin,3
IND-BER-20240126-002,PyTorch,ML,0.952,TF-IDF,Full-time,Berlin,3
IND-BER-20240126-002,MLflow,ML,0.901,TF-IDF,Full-time,Berlin,3
IND-BER-20240126-002,Spark,BigData,0.967,NER,Full-time,Berlin,3
IND-BER-20240126-002,Scikit-learn,ML,0.931,NER,Full-time,Berlin,3
IND-BER-20240126-002,Docker,DevOps,0.948,TF-IDF,Full-time,Berlin,3
IND-MUN-20241014-002,Python,Programming,0.792,NER,Praktikum,Munich,1
IND-MUN-20241014-002,Excel,Office,0.877,NER,Praktikum,Munich,1
IND-MUN-20241014-002,Git,DevOps,0.915,TF-IDF,Praktikum,Munich,1
IND-MUN-20241014-002,NumPy,Programming,0.933,NER,Praktikum,Munich,1
IND-MUN-20241014-002,Jupyter,Programming,0.785,TF-IDF,Praktikum,Munich,1
IND-MUN-20241014-002,R,Programming,0.893,NER,Praktikum,Munich,1
IND-MUN-20241014-002,Tableau,Visualization,0.862,NER,Praktikum,Munich,1
IND-MUN-20241014-002,Power BI,Visualization,0.833,NER,Praktikum,Munich,1
IND-DOR-20240719-001,FastAPI,Programming,0.791,NER,Full-time,Dortmund,3
IND-DOR-20240719-001,Python,Programming,0.91,TF-IDF,Full-time,Dortmund,3
IND-DOR-20240719-001,Pandas,Programming,0.792,NER,Full-time,Dortmund,3
IND-DOR-20240719-001,Git,DevOps,0.895,NER,Full-time,Dortmund,3
IND-DOR-20240719-001,Jupyter,Programming,0.897,NER,Full-time,Dortmund,3
IND-DOR-20240719-001,Machine Learning,ML,0.874,TF-IDF,Full-time,Dortmund,3
IND-DOR-20240719-001,PyTorch,ML,0.948,NER,Full-time,Dortmund,3
IND-DOR-20240719-001,Streamlit,Programming,0.898,NER,Full-time,Dortmund,3
IND-DOR-20240719-001,Scikit-learn,ML,0.862,TF-IDF,Full-time,Dortmund,3
IND-DOR-20240719-001,R,Programming,0.893,NER,Full-time,Dortmund,3
IND-DOR-20240719-001,Seaborn,Programming,0.898,TF-IDF,Full-time,Dortmund,3
LI-ESS-20241105-001,Python,Programming,0.962,NER,Freelance/Contract,Essen,1
LI-ESS-20241105-001,Pandas,Programming,0.902,TF-IDF,Freelance/Contract,Essen,1
LI-ESS-20241105-001,Power BI,Visualization,0.794,NER,Freelance/Contract,Essen,1
LI-ESS-20241105-001,NumPy,Programming,0.839,NER,Freelance/Contract,Essen,1
LI-ESS-20241105-001,SQL,Database,0.861,TF-IDF,Freelance/Contract,Essen,1
LI-ESS-20241105-001,Excel,Office,0.946,TF-IDF,Freelance/Contract,Essen,1
IND-MUN-20241202-001,Python,Programming,0.798,TF-IDF,Praktikum,Munich,1
IND-MUN-20241202-001,Excel,Office,0.924,NER,Praktikum,Munich,1
IND-MUN-20241202-001,Power BI,Visualization,0.939,NER,Praktikum,Munich,1
IND-MUN-20241202-001,AWS,Cloud,0.811,NER,Praktikum,Munich,1
SS-FRA-20241017-001,SSRS,Enterprise,0.858,TF-IDF,Full-time,Frankfurt,4
SS-FRA-20241017-001,Excel,Office,0.79,NER,Full-time,Frankfurt,4
SS-FRA-20241017-001,Matplotlib,Programming,0.845,TF-IDF,Full-time,Frankfurt,4
SS-FRA-20241017-001,Power BI,Visualization,0.921,NER,Full-time,Frankfurt,4
SS-FRA-20241017-001,MicroStrategy,Enterprise,0.885,NER,Full-time,Frankfurt,4
SS-FRA-20241017-001,SQL,Database,0.97,NER,Full-time,Frankfurt,4
SS-FRA-20241017-001,Machine Learning,ML,0.828,TF-IDF,Full-time,Frankfurt,4
SS-FRA-20241017-001,SAP,Enterprise,0.872,TF-IDF,Full-time,Frankfurt,4
SS-FRA-20241017-001,Cognos,Enterprise,0.965,NER,Full-time,Frankfurt,4
SS-FRA-20241017-001,Tableau,Visualization,0.913,NER,Full-time,Frankfurt,4
IND-HAM-20240822-002,FastAPI,Programming,0.834,NER,Full-time,Hamburg,2
IND-HAM-20240822-002,Python,Programming,0.786,NER,Full-time,Hamburg,2
IND-HAM-20240822-002,GCP,Cloud,0.817,NER,Full-time,Hamburg,2
IND-HAM-20240822-002,Kafka,BigData,0.792,TF-IDF,Full-time,Hamburg,2
IND-HAM-20240822-002,Git,DevOps,0.944,NER,Full-time,Hamburg,2
IND-HAM-20240822-002,Azure,Cloud,0.865,TF-IDF,Full-time,Hamburg,2
IND-HAM-20240822-002,SQL,Database,0.886,TF-IDF,Full-time,Hamburg,2
IND-HAM-20240822-002,Spark,BigData,0.814,NER,Full-time,Hamburg,2
IND-HAM-20240822-002,Terraform,DataEngineering,0.91,TF-IDF,Full-time,Hamburg,2
IND-HAM-20240822-002,Docker,DevOps,0.838,TF-IDF,Full-time,Hamburg,2
IND-HAM-20240822-002,Snowflake,Database,0.86,NER,Full-time,Hamburg,2
IND-HAM-20240822-002,Kubernetes,DevOps,0.896,TF-IDF,Full-time,Hamburg,2
IND-HAM-20240822-002,dbt,DataEngineering,0.963,NER,Full-time,Hamburg,2
IND-HAM-20240822-002,Databricks,Cloud,0.944,NER,Full-time,Hamburg,2
IND-HAM-20240822-002,AWS,Cloud,0.814,NER,Full-time,Hamburg,2
LI-ESS-20240521-001,Python,Programming,0.794,TF-IDF,Werkstudent,Essen,3
LI-ESS-20240521-001,Pandas,Programming,0.787,NER,Werkstudent,Essen,3
LI-ESS-20240521-001,Matplotlib,Programming,0.806,TF-IDF,Werkstudent,Essen,3
LI-ESS-20240521-001,Kubeflow,ML,0.824,NER,Werkstudent,Essen,3
LI-ESS-20240521-001,TensorFlow,ML,0.957,NER,Werkstudent,Essen,3
LI-ESS-20240521-001,Jupyter,Programming,0.967,TF-IDF,Werkstudent,Essen,3
LI-ESS-20240521-001,Machine Learning,ML,0.955,TF-IDF,Werkstudent,Essen,3
LI-ESS-20240521-001,Hadoop,BigData,0.912,TF-IDF,Werkstudent,Essen,3
LI-ESS-20240521-001,MLflow,ML,0.79,NER,Werkstudent,Essen,3
LI-ESS-20240521-001,R,Programming,0.89,NER,Werkstudent,Essen,3
IND-ESS-20241220-001,Python,Programming,0.86,NER,Werkstudent,Essen,1
IND-ESS-20241220-001,SSRS,Enterprise,0.825,NER,Werkstudent,Essen,1
IND-ESS-20241220-001,Excel,Office,0.921,NER,Werkstudent,Essen,1
IND-ESS-20241220-001,NumPy,Programming,0.818,NER,Werkstudent,Essen,1
IND-ESS-20241220-001,SQL,Database,0.829,NER,Werkstudent,Essen,1
IND-HAM-20240118-001,Python,Programming,0.797,TF-IDF,Full-time,Hamburg,1
IND-HAM-20240118-001,Pandas,Programming,0.9,NER,Full-time,Hamburg,1
IND-HAM-20240118-001,Matplotlib,Programming,0.803,NER,Full-time,Hamburg,1
IND-HAM-20240118-001,Power BI,Visualization,0.871,TF-IDF,Full-time,Hamburg,1
IND-HAM-20240118-001,Git,DevOps,0.833,NER,Full-time,Hamburg,1
IND-HAM-20240118-001,SQL,Database,0.908,NER,Full-time,Hamburg,1
IND-HAM-20240118-001,Tableau,Visualization,0.945,NER,Full-time,Hamburg,1
IND-HAM-20240118-001,Excel,Office,0.82,TF-IDF,Full-time,Hamburg,1
SS-HAM-20240530-001,Python,Programming,0.925,NER,Full-time,Hamburg,3
SS-HAM-20240530-001,Pandas,Programming,0.967,NER,Full-time,Hamburg,3
SS-HAM-20240530-001,Git,DevOps,0.81,NER,Full-time,Hamburg,3
SS-HAM-20240530-001,NumPy,Programming,0.869,NER,Full-time,Hamburg,3
SS-HAM-20240530-001,SQL,Database,0.876,NER,Full-time,Hamburg,3
SS-HAM-20240530-001,Jupyter,Programming,0.896,NER,Full-time,Hamburg,3
SS-HAM-20240530-001,Machine Learning,ML,0.802,NER,Full-time,Hamburg,3
SS-HAM-20240530-001,PyTorch,ML,0.95,NER,Full-time,Hamburg,3
SS-HAM-20240530-001,Streamlit,Programming,0.808,NER,Full-time,Hamburg,3
SS-HAM-20240530-001,Scikit-learn,ML,0.808,NER,Full-time,Hamburg,3
SS-HAM-20240530-001,R,Programming,0.828,NER,Full-time,Hamburg,3
SS-HAM-20240530-001,Docker,DevOps,0.798,NER,Full-time,Hamburg,3
SS-BER-20240227-001,Python,Programming,0.888,TF-IDF,Full-time,Berlin,2
SS-BER-20240227-001,GCP,Cloud,0.93,TF-IDF,Full-time,Berlin,2
SS-BER-20240227-001,BigQuery,Database,0.842,TF-IDF,Full-time,Berlin,2
SS-BER-20240227-001,Kafka,BigData,0.811,NER,Full-time,Berlin,2
SS-BER-20240227-001,Git,DevOps,0.873,NER,Full-time,Berlin,2
SS-BER-20240227-001,Azure,Cloud,0.851,NER,Full-time,Berlin,2
SS-BER-20240227-001,SQL,Database,0.86,NER,Full-time,Berlin,2
SS-BER-20240227-001,Hadoop,BigData,0.943,NER,Full-time,Berlin,2
SS-BER-20240227-001,MLflow,ML,0.927,TF-IDF,Full-time,Berlin,2
SS-BER-20240227-001,Spark,BigData,0.788,NER,Full-time,Berlin,2
SS-BER-20240227-001,Terraform,DataEngineering,0.929,NER,Full-time,Berlin,2
SS-BER-20240227-001,Snowflake,Database,0.896,NER,Full-time,Berlin,2
SS-BER-20240227-001,dbt,DataEngineering,0.788,TF-IDF,Full-time,Berlin,2
SS-BER-20240227-001,Databricks,Cloud,0.81,TF-IDF,Full-time,Berlin,2
SS-BER-20240227-001,AWS,Cloud,0.816,NER,Full-time,Berlin,2
SS-ESS-20250221-001,Python,Programming,0.879,NER,Full-time,Essen,3
SS-ESS-20250221-001,Pandas,Programming,0.89,TF-IDF,Full-time,Essen,3
SS-ESS-20250221-001,BigQuery,Database,0.784,TF-IDF,Full-time,Essen,3
SS-ESS-20250221-001,Kubeflow,ML,0.947,NER,Full-time,Essen,3
SS-ESS-20250221-001,TensorFlow,ML,0.9,NER,Full-time,Essen,3
SS-ESS-20250221-001,Git,DevOps,0.945,TF-IDF,Full-time,Essen,3
SS-ESS-20250221-001,NumPy,Programming,0.918,TF-IDF,Full-time,Essen,3
SS-ESS-20250221-001,Jupyter,Programming,0.784,NER,Full-time,Essen,3
SS-ESS-20250221-001,Machine Learning,ML,0.85,TF-IDF,Full-time,Essen,3
SS-ESS-20250221-001,PyTorch,ML,0.805,NER,Full-time,Essen,3
SS-ESS-20250221-001,Streamlit,Programming,0.859,NER,Full-time,Essen,3
SS-ESS-20250221-001,Scikit-learn,ML,0.958,NER,Full-time,Essen,3
SS-ESS-20250221-001,R,Programming,0.965,TF-IDF,Full-time,Essen,3
SS-ESS-20250221-001,Docker,DevOps,0.851,NER,Full-time,Essen,3
IND-MUN-20240429-001,Python,Programming,0.792,NER,Freelance/Contract,Munich,2
IND-MUN-20240429-001,Kafka,BigData,0.818,NER,Freelance/Contract,Munich,2
IND-MUN-20240429-001,Kubeflow,ML,0.901,TF-IDF,Freelance/Contract,Munich,2
IND-MUN-20240429-001,Git,DevOps,0.922,NER,Freelance/Contract,Munich,2
IND-MUN-20240429-001,Azure,Cloud,0.939,NER,Freelance/Contract,Munich,2
IND-MUN-20240429-001,SQL,Database,0.938,NER,Freelance/Contract,Munich,2
IND-MUN-20240429-001,Airflow,DataEngineering,0.958,TF-IDF,Freelance/Contract,Munich,2
IND-MUN-20240429-001,AWS,Cloud,0.871,NER,Freelance/Contract,Munich,2
IND-MUN-20240429-001,Terraform,DataEngineering,0.924,TF-IDF,Freelance/Contract,Munich,2
IND-MUN-20240429-001,Docker,DevOps,0.877,TF-IDF,Freelance/Contract,Munich,2
IND-MUN-20240429-001,Snowflake,Database,0.82,TF-IDF,Freelance/Contract,Munich,2
IND-MUN-20240429-001,Kubernetes,DevOps,0.797,TF-IDF,Freelance/Contract,Munich,2
IND-MUN-20240429-001,dbt,DataEngineering,0.968,TF-IDF,Freelance/Contract,Munich,2
IND-MUN-20240429-001,Databricks,Cloud,0.882,NER,Freelance/Contract,Munich,2
IND-MUN-20240429-001,Spark,BigData,0.88,NER,Freelance/Contract,Munich,2
LI-FRA-20240207-001,Python,Programming,0.827,NER,Full-time,Frankfurt,3
LI-FRA-20240207-001,Matplotlib,Programming,0.883,TF-IDF,Full-time,Frankfurt,3
LI-FRA-20240207-001,Kubeflow,ML,0.885,NER,Full-time,Frankfurt,3
LI-FRA-20240207-001,NumPy,Programming,0.932,NER,Full-time,Frankfurt,3
LI-FRA-20240207-001,SQL,Database,0.904,NER,Full-time,Frankfurt,3
LI-FRA-20240207-001,Jupyter,Programming,0.967,TF-IDF,Full-time,Frankfurt,3
LI-FRA-20240207-001,Machine Learning,ML,0.854,NER,Full-time,Frankfurt,3
LI-FRA-20240207-001,PyTorch,ML,0.866,NER,Full-time,Frankfurt,3
LI-FRA-20240207-001,Scikit-learn,ML,0.941,TF-IDF,Full-time,Frankfurt,3
LI-FRA-20240207-001,dbt,DataEngineering,0.93,TF-IDF,Full-time,Frankfurt,3
SS-COL-20240822-001,Excel,Office,0.831,NER,Full-time,Cologne,4
SS-COL-20240822-001,Power BI,Visualization,0.843,NER,Full-time,Cologne,4
SS-COL-20240822-001,SQL,Database,0.899,TF-IDF,Full-time,Cologne,4
SS-COL-20240822-001,Cognos,Enterprise,0.809,NER,Full-time,Cologne,4
SS-COL-20240822-001,Seaborn,Programming,0.809,TF-IDF,Full-time,Cologne,4
SS-COL-20240822-001,Tableau,Visualization,0.963,NER,Full-time,Cologne,4
SS-COL-20250223-001,Python,Programming,0.929,TF-IDF,Werkstudent,Cologne,2
SS-COL-20250223-001,Kafka,BigData,0.938,NER,Werkstudent,Cologne,2
SS-COL-20250223-001,Git,DevOps,0.932,NER,Werkstudent,Cologne,2
SS-COL-20250223-001,Azure,Cloud,0.892,TF-IDF,Werkstudent,Cologne,2
SS-COL-20250223-001,SQL,Database,0.803,TF-IDF,Werkstudent,Cologne,2
SS-COL-20250223-001,Airflow,DataEngineering,0.791,NER,Werkstudent,Cologne,2
SS-COL-20250223-001,Hadoop,BigData,0.886,TF-IDF,Werkstudent,Cologne,2
SS-COL-20250223-001,AWS,Cloud,0.788,TF-IDF,Werkstudent,Cologne,2
SS-COL-20250223-001,Terraform,DataEngineering,0.888,NER,Werkstudent,Cologne,2
SS-COL-20250223-001,Snowflake,Database,0.895,NER,Werkstudent,Cologne,2
SS-COL-20250223-001,Kubernetes,DevOps,0.845,NER,Werkstudent,Cologne,2
SS-COL-20250223-001,Databricks,Cloud,0.961,TF-IDF,Werkstudent,Cologne,2
SS-COL-20250223-001,Spark,BigData,0.818,NER,Werkstudent,Cologne,2
LI-ESS-20240106-001,Python,Programming,0.897,NER,Full-time,Essen,1
LI-ESS-20240106-001,Excel,Office,0.852,TF-IDF,Full-time,Essen,1
LI-ESS-20240106-001,Power BI,Visualization,0.878,TF-IDF,Full-time,Essen,1
LI-ESS-20240106-001,SQL,Database,0.783,NER,Full-time,Essen,1
LI-ESS-20240106-001,R,Programming,0.872,NER,Full-time,Essen,1
LI-ESS-20240106-001,Tableau,Visualization,0.913,NER,Full-time,Essen,1
IND-BER-20240210-001,Python,Programming,0.923,NER,Freelance/Contract,Berlin,2
IND-BER-20240210-001,Kafka,BigData,0.86,NER,Freelance/Contract,Berlin,2
IND-BER-20240210-001,Git,DevOps,0.9,NER,Freelance/Contract,Berlin,2
IND-BER-20240210-001,Azure,Cloud,0.852,NER,Freelance/Contract,Berlin,2
IND-BER-20240210-001,SQL,Database,0.904,TF-IDF,Freelance/Contract,Berlin,2
IND-BER-20240210-001,Airflow,DataEngineering,0.953,NER,Freelance/Contract,Berlin,2
IND-BER-20240210-001,Spark,BigData,0.899,TF-IDF,Freelance/Contract,Berlin,2
IND-BER-20240210-001,Scikit-learn,ML,0.853,NER,Freelance/Contract,Berlin,2
IND-BER-20240210-001,AWS,Cloud,0.794,NER,Freelance/Contract,Berlin,2
IND-BER-20240210-001,Docker,DevOps,0.841,TF-IDF,Freelance/Contract,Berlin,2
IND-BER-20240210-001,Snowflake,Database,0.88,TF-IDF,Freelance/Contract,Berlin,2
IND-BER-20240210-001,dbt,DataEngineering,0.891,NER,Freelance/Contract,Berlin,2
IND-BER-20240105-003,SSRS,Enterprise,0.909,TF-IDF,Full-time,Berlin,4
IND-BER-20240105-003,Excel,Office,0.949,TF-IDF,Full-time,Berlin,4
IND-BER-20240105-003,Power BI,Visualization,0.958,NER,Full-time,Berlin,4
IND-BER-20240105-003,MicroStrategy,Enterprise,0.88,NER,Full-time,Berlin,4
IND-BER-20240105-003,Cognos,Enterprise,0.948,NER,Full-time,Berlin,4
SS-MUN-20240919-001,Python,Programming,0.867,NER,Full-time,Munich,3
SS-MUN-20240919-001,NumPy,Programming,0.893,NER,Full-time,Munich,3
SS-MUN-20240919-001,SQL,Database,0.954,NER,Full-time,Munich,3
SS-MUN-20240919-001,Jupyter,Programming,0.914,NER,Full-time,Munich,3
SS-MUN-20240919-001,Machine Learning,ML,0.826,TF-IDF,Full-time,Munich,3
SS-MUN-20240919-001,PyTorch,ML,0.877,TF-IDF,Full-time,Munich,3
SS-MUN-20240919-001,MLflow,ML,0.904,TF-IDF,Full-time,Munich,3
SS-MUN-20240919-001,Scikit-learn,ML,0.906,NER,Full-time,Munich,3
LI-HAM-20241211-001,Python,Programming,0.83,NER,Full-time,Hamburg,3
LI-HAM-20241211-001,Matplotlib,Programming,0.82,TF-IDF,Full-time,Hamburg,3
LI-HAM-20241211-001,TensorFlow,ML,0.806,NER,Full-time,Hamburg,3
LI-HAM-20241211-001,Git,DevOps,0.94,NER,Full-time,Hamburg,3
LI-HAM-20241211-001,NumPy,Programming,0.862,TF-IDF,Full-time,Hamburg,3
LI-HAM-20241211-001,SQL,Database,0.969,TF-IDF,Full-time,Hamburg,3
LI-HAM-20241211-001,Machine Learning,ML,0.82,TF-IDF,Full-time,Hamburg,3
LI-HAM-20241211-001,MLflow,ML,0.928,NER,Full-time,Hamburg,3
LI-HAM-20241211-001,Looker,Visualization,0.927,NER,Full-time,Hamburg,3
LI-HAM-20241211-001,Scikit-learn,ML,0.916,NER,Full-time,Hamburg,3
LI-HAM-20241211-001,R,Programming,0.91,TF-IDF,Full-time,Hamburg,3
LI-HAM-20241211-001,Tableau,Visualization,0.79,NER,Full-time,Hamburg,3
LI-HAM-20240220-001,Python,Programming,0.824,NER,Full-time,Hamburg,2
LI-HAM-20240220-001,BigQuery,Database,0.913,NER,Full-time,Hamburg,2
LI-HAM-20240220-001,Kafka,BigData,0.927,TF-IDF,Full-time,Hamburg,2
LI-HAM-20240220-001,Git,DevOps,0.888,TF-IDF,Full-time,Hamburg,2
LI-HAM-20240220-001,Azure,Cloud,0.843,TF-IDF,Full-time,Hamburg,2
LI-HAM-20240220-001,SQL,Database,0.877,NER,Full-time,Hamburg,2
LI-HAM-20240220-001,Airflow,DataEngineering,0.814,TF-IDF,Full-time,Hamburg,2
LI-HAM-20240220-001,Hadoop,BigData,0.803,NER,Full-time,Hamburg,2
LI-HAM-20240220-001,Spark,BigData,0.792,TF-IDF,Full-time,Hamburg,2
LI-HAM-20240220-001,Docker,DevOps,0.941,TF-IDF,Full-time,Hamburg,2
LI-HAM-20240220-001,Kubernetes,DevOps,0.833,NER,Full-time,Hamburg,2
LI-HAM-20240220-001,dbt,DataEngineering,0.894,NER,Full-time,Hamburg,2
LI-HAM-20240220-001,Databricks,Cloud,0.8,NER,Full-time,Hamburg,2
LI-HAM-20240220-001,AWS,Cloud,0.963,NER,Full-time,Hamburg,2
SS-DOR-20250221-001,Python,Programming,0.898,TF-IDF,Werkstudent,Dortmund,1
SS-DOR-20250221-001,Excel,Office,0.839,NER,Werkstudent,Dortmund,1
SS-DOR-20250221-001,Git,DevOps,0.821,NER,Werkstudent,Dortmund,1
SS-DOR-20250221-001,SQL,Database,0.91,NER,Werkstudent,Dortmund,1
SS-DOR-20250221-001,R,Programming,0.805,TF-IDF,Werkstudent,Dortmund,1
SS-DOR-20250221-001,Seaborn,Programming,0.88,TF-IDF,Werkstudent,Dortmund,1
SS-DOR-20250221-001,Power BI,Visualization,0.929,NER,Werkstudent,Dortmund,1
IND-NUR-20241021-001,Python,Programming,0.839,NER,Full-time,Nuremberg,2
IND-NUR-20241021-001,GCP,Cloud,0.945,TF-IDF,Full-time,Nuremberg,2
IND-NUR-20241021-001,Kafka,BigData,0.943,TF-IDF,Full-time,Nuremberg,2
IND-NUR-20241021-001,Kubeflow,ML,0.883,NER,Full-time,Nuremberg,2
IND-NUR-20241021-001,Git,DevOps,0.946,TF-IDF,Full-time,Nuremberg,2
IND-NUR-20241021-001,Azure,Cloud,0.84,NER,Full-time,Nuremberg,2
IND-NUR-20241021-001,Airflow,DataEngineering,0.785,NER,Full-time,Nuremberg,2
IND-NUR-20241021-001,MLflow,ML,0.785,NER,Full-time,Nuremberg,2
IND-NUR-20241021-001,Spark,BigData,0.802,NER,Full-time,Nuremberg,2
IND-NUR-20241021-001,AWS,Cloud,0.805,TF-IDF,Full-time,Nuremberg,2
IND-NUR-20241021-001,Snowflake,Database,0.812,TF-IDF,Full-time,Nuremberg,2
